Select 	CRN 	Subj 	Crse 	Sec 	Cmp 	Cred 	Part of Term 	Title 	Days 	Time 	Cap 	Act 	Rem 	Instructor 	Date (MM/DD) 	Location 	Attribute
SR 	84979 	CSCE 	390 	001 	COL 	1.000 	30 - Columbia Full Term 	Professional Issues in Computer Science and Engineering 	R 	06:00 pm-06:50 pm 	45 	40 	5 	Marco Valtorta (P) 	08/21-12/05 	SWGN 2A31 	 
SR 	84984 	CSCE 	416 	001 	COL 	3.000 	30 - Columbia Full Term 	Introduction to Computer Networks 	TR 	10:05 am-11:20 am 	49 	40 	9 	Srihari Nelakuditi (P) 	08/21-12/05 	300MN B201 	 
C 	87709 	CSCE 	490 	001 	COL 	3.000 	30 - Columbia Full Term 	Capstone Computing Project I 	MW 	08:05 am-09:20 am 	49 	49 	0 	Jose M Vidal (P) 	08/21-12/05 	SWGN 2A31 	INT Integrative
SR 	84757 	CSCE 	498 	001 	COL 	1.000-3.000 	30 - Columbia Full Term 	Independent Study 	  	TBA 	1 	0 	1 	TBA 	08/21-12/05 	TBA 	 
SR 	95015 	CSCE 	510 	001 	COL 	3.000 	30 - Columbia Full Term 	System Programming 	MW 	02:20 pm-03:35 pm 	32 	2 	30 	Manton M. Matthews (P) 	08/21-12/05 	SWGN 2A21 	 
SR 	95019 	CSCE 	510 	H10 	COL 	3.000 	30 - Columbia Full Term 	HNRS: System Programming 	MW 	02:20 pm-03:35 pm 	3 	0 	3 	Manton M. Matthews (P) 	08/21-12/05 	SWGN 2A21 	SC Honors College
C 	84986 	CSCE 	513 	001 	COL 	3.000 	30 - Columbia Full Term 	Computer Architecture 	MW 	10:05 am-11:20 am 	20 	21 	-1 	Jason Daniel Bakos (P) 	08/21-12/05 	SWGN 2A05 	 
SR 	84993 	CSCE 	513 	006 	COL 	3.000 	30 - Columbia Full Term 	Computer Architecture 	MW 	10:05 am-11:20 am 	23 	1 	22 	Jason Daniel Bakos (P) 	08/21-12/05 	3WEB 1 	 
SR 	84991 	CSCE 	513 	H10 	COL 	3.000 	30 - Columbia Full Term 	HNRS: Computer Architecture 	MW 	10:05 am-11:20 am 	3 	1 	2 	Jason Daniel Bakos (P) 	08/21-12/05 	SWGN 2A05 	SC Honors College
SR 	92590 	CSCE 	515 	001 	COL 	3.000 	30 - Columbia Full Term 	Computer Network Programming 	TR 	01:15 pm-02:30 pm 	22 	5 	17 	Chin-Tser Huang (P) 	08/21-12/05 	SWGN 2A24 	 
SR 	94113 	CSCE 	515 	H10 	COL 	3.000 	30 - Columbia Full Term 	HNRS: Computer Network Programming 	TR 	01:15 pm-02:30 pm 	3 	0 	3 	Chin-Tser Huang (P) 	08/21-12/05 	SWGN 2A24 	SC Honors College
SR 	94362 	CSCE 	517 	001 	COL 	3.000 	30 - Columbia Full Term 	Computer Crime and Forensics 	TR 	04:25 pm-05:40 pm 	22 	6 	16 	Caroline Merriam Eastman (P) 	08/21-12/05 	SWGN 2A24 	 
SR 	94367 	CSCE 	517 	H10 	COL 	3.000 	30 - Columbia Full Term 	HNRS: Computer Networks 	TR 	04:25 pm-05:40 pm 	3 	0 	3 	Caroline Merriam Eastman (P) 	08/21-12/05 	SWGN 2A24 	SC Honors College
C 	86999 	CSCE 	520 	001 	COL 	3.000 	30 - Columbia Full Term 	Database System Design 	MW 	05:30 pm-06:45 pm 	20 	30 	-10 	Csilla Farkas (P) 	08/21-12/05 	SWGN 1A20 	 
SR 	87009 	CSCE 	520 	006 	COL 	3.000 	30 - Columbia Full Term 	Database System Design 	MW 	05:30 pm-06:45 pm 	23 	0 	23 	Csilla Farkas (P) 	08/21-12/05 	3WEB 1 	 
C 	87004 	CSCE 	520 	H10 	COL 	3.000 	30 - Columbia Full Term 	HNRS: Database System Design 	MW 	05:30 pm-06:45 pm 	3 	0 	3 	Csilla Farkas (P) 	08/21-12/05 	SWGN 1A20 	SC Honors College
SR 	85033 	CSCE 	522 	001 	COL 	3.000 	30 - Columbia Full Term 	Information Security Principles 	MW 	02:50 pm-04:05 pm 	20 	10 	10 	Csilla Farkas (P) 	08/21-12/05 	SWGN 2A05 	 
SR 	91957 	CSCE 	522 	006 	COL 	3.000 	30 - Columbia Full Term 	Information Security Principles 	MW 	02:50 pm-04:05 pm 	23 	0 	23 	Csilla Farkas (P) 	08/21-12/05 	3WEB 1 	 
SR 	85037 	CSCE 	522 	H10 	COL 	3.000 	30 - Columbia Full Term 	HNRS: Information Security Principles 	MW 	02:50 pm-04:05 pm 	3 	0 	3 	Csilla Farkas (P) 	08/21-12/05 	SWGN 2A05 	SC Honors College
SR 	89793 	CSCE 	552 	001 	COL 	3.000 	30 - Columbia Full Term 	Computer Game Development 	F 	08:30 am-11:00 am 	27 	26 	1 	Jijun Tang (P) 	08/21-12/05 	SWGN 2A15 	 
SR 	94117 	CSCE 	552 	H10 	COL 	3.000 	30 - Columbia Full Term 	HNRS: Computer Game Development 	F 	08:30 am-11:00 am 	3 	0 	3 	Jijun Tang (P) 	08/21-12/05 	SWGN 2A15 	SC Honors College
SR 	85043 	CSCE 	565 	001 	COL 	3.000 	30 - Columbia Full Term 	Introduction to Computer Graphics 	TR 	01:15 pm-02:30 pm 	27 	9 	18 	Song Wang (P) 	08/21-12/05 	SWGN 2A15 	 
SR 	85046 	CSCE 	565 	H10 	COL 	3.000 	30 - Columbia Full Term 	HNRS: Introduction to Computer Graphics 	TR 	01:15 pm-02:30 pm 	3 	0 	3 	Song Wang (P) 	08/21-12/05 	SWGN 2A15 	SC Honors College
SR 	94914 	CSCE 	572 	001 	COL 	3.000 	30 - Columbia Full Term 	Human-Computer Interaction 	TR 	02:50 pm-04:05 pm 	25 	5 	20 	Jenay Michelle Beer (P) 	08/21-12/05 	SWGN 2A24 	 
SR 	87710 	CSCE 	590 	001 	COL 	3.000 	30 - Columbia Full Term 	Topic: Strategic Management of Information Systems 	TR 	11:40 am-12:55 pm 	25 	3 	22 	Matt Eric Thatcher (P) 	08/21-12/05 	SWGN 2A18 	Topics Course
SR 	85051 	CSCE 	611 	001 	COL 	3.000 	30 - Columbia Full Term 	Advanced Digital Design 	MW 	03:55 pm-05:10 pm 	30 	22 	8 	Jason Daniel Bakos (P) 	08/21-12/05 	SWGN 3D22 	 
SR 	92611 	CSCE 	719 	001 	COL 	3.000 	30 - Columbia Full Term 	Security and Privacy for Wireless Networks 	MW 	02:20 pm-03:35 pm 	25 	1 	24 	Wenyuan Xu (P) 	08/21-12/05 	SWGN 2A24 	 
SR 	85062 	CSCE 	750 	001 	COL 	3.000 	30 - Columbia Full Term 	Analysis of Algorithms 	MW 	01:15 pm-02:30 pm 	23 	14 	9 	Stephen A. Fenner (P) 	08/21-12/05 	SWGN 1A20 	 
SR 	92612 	CSCE 	750 	006 	COL 	3.000 	30 - Columbia Full Term 	Analysis of Algorithms 	MW 	01:15 pm-02:30 pm 	23 	0 	23 	Stephen A. Fenner (P) 	08/21-12/05 	3WEB 1 	 
SR 	92614 	CSCE 	771 	001 	COL 	3.000 	30 - Columbia Full Term 	Computer Processing of Natural Language 	MW 	08:30 am-09:45 am 	23 	3 	20 	Manton M. Matthews (P) 	08/21-12/05 	SWGN 1A20 	 
SR 	92616 	CSCE 	771 	006 	COL 	3.000 	30 - Columbia Full Term 	Computer Processing of Natural Language 	MW 	08:30 am-09:45 am 	23 	0 	23 	Manton M. Matthews (P) 	08/21-12/05 	3WEB 1 	 
SR 	92617 	CSCE 	774 	001 	COL 	3.000 	30 - Columbia Full Term 	Robotics Systems 	TR 	01:15 pm-02:30 pm 	25 	2 	23 	Jason Matthew Okane (P) 	08/21-12/05 	SWGN 2A22 	 
SR 	84763 	CSCE 	797 	001 	COL 	1.000-12.000 	30 - Columbia Full Term 	Individual Study and Research 	  	TBA 	1 	0 	1 	TBA 	08/21-12/05 	TBA 	 
SR 	84760 	CSCE 	798 	001 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Jason Daniel Bakos (P) 	08/21-12/05 	TBA 	 
SR 	84764 	CSCE 	798 	002 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Duncan A. Buell (P) 	08/21-12/05 	TBA 	 
SR 	84767 	CSCE 	798 	003 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Caroline Merriam Eastman (P) 	08/21-12/05 	TBA 	 
SR 	84768 	CSCE 	798 	004 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Csilla Farkas (P) 	08/21-12/05 	TBA 	 
SR 	84771 	CSCE 	798 	005 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	1 	49 	Stephen A. Fenner (P) 	08/21-12/05 	TBA 	 
SR 	84772 	CSCE 	798 	006 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Jianjun Hu (P) 	08/21-12/05 	TBA 	 
SR 	84774 	CSCE 	798 	007 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Chin-Tser Huang (P) 	08/21-12/05 	TBA 	 
SR 	84776 	CSCE 	798 	008 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Michael N. Huhns (P) 	08/21-12/05 	TBA 	 
SR 	84777 	CSCE 	798 	009 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Manton M. Matthews (P) 	08/21-12/05 	TBA 	 
SR 	84782 	CSCE 	798 	010 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Srihari Nelakuditi (P) 	08/21-12/05 	TBA 	 
SR 	84784 	CSCE 	798 	011 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Jason Matthew Okane (P) 	08/21-12/05 	TBA 	 
SR 	84787 	CSCE 	798 	012 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	John R. Rose (P) 	08/21-12/05 	TBA 	 
SR 	84790 	CSCE 	798 	013 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Jijun Tang (P) 	08/21-12/05 	TBA 	 
SR 	84793 	CSCE 	798 	014 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Gabriel Alin Terejanu (P) 	08/21-12/05 	TBA 	 
SR 	84795 	CSCE 	798 	015 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Matt Eric Thatcher (P) 	08/21-12/05 	TBA 	 
SR 	84798 	CSCE 	798 	016 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Yan Tong (P) 	08/21-12/05 	TBA 	 
SR 	84802 	CSCE 	798 	017 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Homayoun Valafar (P) 	08/21-12/05 	TBA 	 
SR 	84803 	CSCE 	798 	018 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Marco Valtorta (P) 	08/21-12/05 	TBA 	 
SR 	84811 	CSCE 	798 	019 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Jose M Vidal (P) 	08/21-12/05 	TBA 	 
SR 	84817 	CSCE 	798 	020 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Song Wang (P) 	08/21-12/05 	TBA 	 
SR 	84822 	CSCE 	798 	021 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Wenyuan Xu (P) 	08/21-12/05 	TBA 	 
SR 	84826 	CSCE 	798 	022 	COL 	1.000-12.000 	30 - Columbia Full Term 	Directed Study and Research 	  	TBA 	50 	0 	50 	Jenay Michelle Beer (P) 	08/21-12/05 	TBA 	 
SR 	84834 	CSCE 	799 	001 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Jason Daniel Bakos (P) 	08/21-12/05 	TBA 	 
SR 	84844 	CSCE 	799 	002 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Duncan A. Buell (P) 	08/21-12/05 	TBA 	 
SR 	84856 	CSCE 	799 	003 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Caroline Merriam Eastman (P) 	08/21-12/05 	TBA 	 
SR 	84860 	CSCE 	799 	004 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	1 	49 	Csilla Farkas (P) 	08/21-12/05 	TBA 	 
SR 	84864 	CSCE 	799 	005 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Stephen A. Fenner (P) 	08/21-12/05 	TBA 	 
SR 	84868 	CSCE 	799 	006 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Jianjun Hu (P) 	08/21-12/05 	TBA 	 
SR 	84871 	CSCE 	799 	007 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Chin-Tser Huang (P) 	08/21-12/05 	TBA 	 
SR 	84874 	CSCE 	799 	008 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Michael N. Huhns (P) 	08/21-12/05 	TBA 	 
SR 	84880 	CSCE 	799 	009 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Manton M. Matthews (P) 	08/21-12/05 	TBA 	 
SR 	84883 	CSCE 	799 	010 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Srihari Nelakuditi (P) 	08/21-12/05 	TBA 	 
SR 	84886 	CSCE 	799 	011 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Jason Matthew Okane (P) 	08/21-12/05 	TBA 	 
SR 	84892 	CSCE 	799 	012 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	John R. Rose (P) 	08/21-12/05 	TBA 	 
SR 	84896 	CSCE 	799 	013 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Jijun Tang (P) 	08/21-12/05 	TBA 	 
SR 	84902 	CSCE 	799 	014 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Gabriel Alin Terejanu (P) 	08/21-12/05 	TBA 	 
SR 	84912 	CSCE 	799 	015 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Matt Eric Thatcher (P) 	08/21-12/05 	TBA 	 
SR 	84917 	CSCE 	799 	016 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Yan Tong (P) 	08/21-12/05 	TBA 	 
SR 	84921 	CSCE 	799 	017 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Homayoun Valafar (P) 	08/21-12/05 	TBA 	 
SR 	84924 	CSCE 	799 	018 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Marco Valtorta (P) 	08/21-12/05 	TBA 	 
SR 	84926 	CSCE 	799 	019 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Jose M Vidal (P) 	08/21-12/05 	TBA 	 
SR 	84927 	CSCE 	799 	020 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Song Wang (P) 	08/21-12/05 	TBA 	 
SR 	84930 	CSCE 	799 	021 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Wenyuan Xu (P) 	08/21-12/05 	TBA 	 
SR 	84931 	CSCE 	799 	022 	COL 	1.000-12.000 	30 - Columbia Full Term 	Thesis Preparation 	  	TBA 	50 	0 	50 	Jenay Michelle Beer (P) 	08/21-12/05 	TBA 	 
SR 	85070 	CSCE 	822 	001 	COL 	3.000 	30 - Columbia Full Term 	Data Mining and Warehousing 	TR 	11:40 am-12:55 pm 	25 	1 	24 	Jianjun Hu (P) 	08/21-12/05 	SWGN 2A24 	 
SR 	92621 	CSCE 	883 	001 	COL 	3.000 	30 - Columbia Full Term 	Machine Learning 	TR 	10:05 am-11:20 am 	25 	6 	19 	Gabriel Alin Terejanu (P) 	08/21-12/05 	SWGN 2A24 	 
SR 	84933 	CSCE 	899 	001 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Jason Daniel Bakos (P) 	08/21-12/05 	TBA 	 
SR 	84936 	CSCE 	899 	002 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Duncan A. Buell (P) 	08/21-12/05 	TBA 	 
SR 	84938 	CSCE 	899 	003 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Caroline Merriam Eastman (P) 	08/21-12/05 	TBA 	 
SR 	84940 	CSCE 	899 	004 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Csilla Farkas (P) 	08/21-12/05 	TBA 	 
SR 	84943 	CSCE 	899 	005 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Stephen A. Fenner (P) 	08/21-12/05 	TBA 	 
SR 	84944 	CSCE 	899 	006 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Jianjun Hu (P) 	08/21-12/05 	TBA 	 
SR 	84947 	CSCE 	899 	007 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Chin-Tser Huang (P) 	08/21-12/05 	TBA 	 
SR 	84949 	CSCE 	899 	008 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Michael N. Huhns (P) 	08/21-12/05 	TBA 	 
SR 	84950 	CSCE 	899 	009 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Manton M. Matthews (P) 	08/21-12/05 	TBA 	 
SR 	84952 	CSCE 	899 	010 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Srihari Nelakuditi (P) 	08/21-12/05 	TBA 	 
SR 	84954 	CSCE 	899 	011 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Jason Matthew Okane (P) 	08/21-12/05 	TBA 	 
SR 	84960 	CSCE 	899 	012 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	John R. Rose (P) 	08/21-12/05 	TBA 	 
SR 	84961 	CSCE 	899 	013 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Jijun Tang (P) 	08/21-12/05 	TBA 	 
SR 	84963 	CSCE 	899 	014 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Gabriel Alin Terejanu (P) 	08/21-12/05 	TBA 	 
SR 	84964 	CSCE 	899 	015 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Matt Eric Thatcher (P) 	08/21-12/05 	TBA 	 
SR 	84967 	CSCE 	899 	016 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Yan Tong (P) 	08/21-12/05 	TBA 	 
SR 	84968 	CSCE 	899 	017 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Homayoun Valafar (P) 	08/21-12/05 	TBA 	 
SR 	84970 	CSCE 	899 	018 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Marco Valtorta (P) 	08/21-12/05 	TBA 	 
SR 	84973 	CSCE 	899 	019 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	1 	49 	Jose M Vidal (P) 	08/21-12/05 	TBA 	 
SR 	84975 	CSCE 	899 	020 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Song Wang (P) 	08/21-12/05 	TBA 	 
SR 	84977 	CSCE 	899 	021 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	0 	50 	Wenyuan Xu (P) 	08/21-12/05 	TBA 	 
SR 	84980 	CSCE 	899 	022 	COL 	1.000-12.000 	30 - Columbia Full Term 	Dissertation Preparation 	  	TBA 	50 	1 	49 	Jenay Michelle Beer (P) 	08/21-12/05 	TBA 	 
